run_id,model,n_points,converged,Tg_K,Tg_SE_K,rho_Tg_g_cm3,slope_low_g_cm3_K,slope_high_g_cm3_K,width_K,width_SE_K,rmse_g_cm3,r2,aic,message
0,hyperbola,31,True,446.473191,9.037233,1.163650471,-0.000269918320,-0.000707706788,120.000000,25.730927,0.001495964,0.999662919,-393.309030,ok
0,sigmoid,31,True,448.903797,10.251927,1.135473929,-0.000317238159,-0.000666496277,120.000000,15.509522,0.001282068,0.999752421,-402.875430,ok
