threshold_k,pool_fraction,candidate_fraction,fold_enrichment,expected_pool_draws_per_hit
450.0,0.052980132450331126,0.23809523809523808,4.494047619047619,18.875
475.0,0.026490066225165563,0.14285714285714285,5.392857142857142,37.75
500.0,0.008830022075055188,0.0,0.0,113.25
