PSMILES,Tg
[*]Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5)cc4)cc3C2=O)c(C)c1,520.15
[*]NC(=O)c1ccc2cc(C(=O)Nc3cc([*])cc(C(=O)OCCOc4ccc(/C=C/C(=O)c5ccccc5)cc4)c3)ccc2c1,520.15
[*]Nc1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(NC(=O)c6cccc(C([*])=O)c6)cc4)C5=O)cc3C2=O)cc1,520.15
[*]Nc1cccc(S(=O)(=O)c2cccc(NC(=O)c3cccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6cccc(C([*])=O)c6)C7=O)cc5C4=O)c3)c2)c1,520.15
[*]Oc1ccc(-c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc([*])cc6C5=O)c3)C4=O)cc2)cc1,520.15
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(C([*])(C)C)cc6)C7=O)cc5c4)cc3C2=O)cc1,520.15
[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4([*])CCC5CCCCC5C4)cc3C)cc2)c(C)c1,520.15
[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)CCCCCC3)cc2)cc1,520.15
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,520.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)c(-c4ccccc4)c3)cc1)C2=O,520.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3Oc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O,520.15
[*]c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3cccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c1)C2=O,520.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,520.15
[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([*])(C)C)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,519.85
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,519.785
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,519.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,519.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cn3)nc1)C2=O,519.15
[*]C(=O)c1ccc2cc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc([*])cc9)cc7)C8=O)cc6C5=O)cc4)cc3)ccc2c1,519.15
[*]C(CC1C(=O)NC(=O)C1[*])c1ccccc1,519.15
[*]Oc1ccc2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2c1,519.15
[*]c1cc(OCCCC)cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,519.15
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5cc(Oc6ccc7c(c6)C(=O)N(c6ccc(C(C)(C)c8ccc(C([*])(C)C)cc8)cc6)C7=O)ccc5c4)cc3C2=O)cc1,519.15
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(C(C)(C)c8ccc(C([*])(C)C)cc8)cc6)C7=O)cc5c4)cc3C2=O)cc1,519.15
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(O)c(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,519.15
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C([*])(C)C)cc8)cc7C6=O)cc5)c4)cc2)C3=O)cc1,519.15
[*]c1ccc([Si](C)(C)c2ccc3c(c2)C(=O)N(c2cccc(Cc4cccc(N5C(=O)c6ccc([Si]([*])(C)C)cc6C5=O)c4)c2)C3=O)cc1,519.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc([Si]([*])(C)C)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,519.15
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(S(=O)(=O)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,519.15
[*]c1cc(C(=O)NCCCCCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,518.65
[*]c1cc(C(=O)NCCCCCCCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,518.25
[*]C(=O)c1ccc(C(=O)c2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc([*])cc8)cc6)C7=O)cc5C4=O)cc3)cc2)cc1,518.15
[*]C(=O)c1ccc(Oc2ccc(-c3c4c(c(-c5ccc(Oc6ccc([*])cc6)cc5)c5ccccc35)C(=O)N(c3ccccc3-c3ccccc3)C4=O)cc2)cc1,518.15
[*]C(=O)c1ccc(Oc2ccc(-c3nc(-c4ccc(-c5nc(-c6ccc(Oc7ccc(C(=O)c8ccc(Oc9ccc([*])cc9)cc8)cc7)cc6)c(-c6ccccc6)[nH]5)cc4)[nH]c3-c3ccccc3)cc2)cc1,518.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)c6ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc([*])cc9)cc8)cc7)cc6)cc5C4=O)cc3)cc1)C2=O,518.15
[*]CC([*])c1ccc(B(Oc2ccc(-c3c(F)c(F)c(F)c(F)c3F)c3cccnc23)c2ccc(C(C)(C)C)cc2)cc1,518.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(-c6ccc(Oc7ccc(NC([*])=O)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,518.15
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(Oc3ccc(NC([*])=O)cc3)cc2)ccc2ccccc12,518.15
[*]Cc1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5C4=O)c2)C3=O)c(C)c1,518.15
[*]Nc1ccc(C(c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)(P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,518.15
[*]Nc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(NC(=O)c6ccc(C([*])=O)cc6Oc6ccccc6)cc5)cc4)o3)cc2)cc1,518.15
[*]Nc1cccc(Oc2ccc(-c3nnc(-c4ccc(Oc5cccc(NC(=O)c6cc(C([*])=O)cc(N7C(=O)c8ccccc8C7=O)c6)c5)cc4)o3)cc2)c1,518.15
[*]OC(=O)c1cccc(C(=O)Oc2ccc3c(c2)C2(CC(C)(C)c4ccc([*])cc42)CC3(C)C)c1,518.15
[*]Oc1ccc(-c2nc3ccccc3nc2-c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,518.15
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc([*])cc%11C%10=O)cc9)cc8)CC8CCC7C8)cc6)cc4)C5=O)cc3)CCC(c3ccccc3)CC2)cc1,518.15
[*]Oc1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc([*])c6C#N)cc4)C5=O)cc3C2=O)cc1,518.15
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)cc1)C2=O,518.15
[*]Oc1ccc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2c1,518.15
[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([*])c6ccccc6C(=O)N5C)cc4)cc3)cc2)cc1,518.15
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)c(C)c1,518.15
[*]c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(N4C(=O)c5cccc([*])c5C4=O)c3)c1)C2=O,518.15
[*]C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)cc2)cc1,517.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6cccc([*])c6)cc5C4=O)cc3)cc1)C2=O,517.15
[*]C(=O)c1cccc(C(=O)c2ccc(Oc3ccc(-c4nc5ccccc5n4-c4ccc(-c5ccc(-n6c(-c7ccc(Oc8ccc([*])cc8)cc7)nc7ccccc76)cc5)cc4)cc3)cc2)c1,517.15
[*]CC1(C)C(=O)OC(=O)C1(C)C([*])OCC,517.15
[*]Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6ccc(C([*])=O)cc6)c5C4=O)cc3)cc2)cc1,517.15
[*]Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(c7cccc(C([*])=O)c7)C8=O)cc6C5=O)c4)cc3)cc2)cc1,517.15
[*]Nc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(-c8ccc9c(c8)C(=O)N(c8cccc(C([*])=O)c8)C9=O)cc7C6=O)c5)cc4)cc3)cc2)cc1,517.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C(c5ccc(Oc6ccc(N7C(=O)c8ccc(Oc9c(C)cc(C([*])(C)C)cc9C)cc8C7=O)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc2)C3=O)c(C)c1,517.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8c(C)cc(C([*])(C)C)cc8C)cc7C6=O)cc5)cc4C(C)(C)C)cc2)C3=O)c(C)c1,517.15
[*]c1cc(OCCCC)cc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,517.15
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,517.15
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,517.15
[*]c1ccc(Oc2ccc(Oc3ccc(-c4nc([*])nc(-c5ccccc5)n4)cc3)cc2)cc1,517.15
[*]c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,517.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(F)c(F)c(Oc4ccc(N5C(=O)c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)c(F)c3F)cc1)C2=O,516.95
[*]c1cc(C(=O)NCCCCCCCCCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,516.25
[*]C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccc(OC(C)=O)cc6)c5)cc4)cc3)cc2)cc1,516.15
[*]C(=O)c1ccc(C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc([*])cc6)cc5)c5ccccc5-c5ccccc54)cc3)cc2)cc1,516.15
[*]C(=O)c1ccc(Oc2ccc(-c3nc4ccccc4n3-c3ccc(-c4ccc(-n5c(-c6ccc(Oc7ccc(C(=O)c8ccc(Oc9ccc([*])cc9)cc8)cc7)cc6)nc6ccccc65)cc4)cc3)cc2)cc1,516.15
[*]C(=O)c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc([*])cc7)cc5)C6=O)cc4C3=O)cc2)cc1,516.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c1)C2=O,516.15
[*]C(=O)c1cccc(C(=O)c2ccc(Oc3ccc(-c4c5c(c(-c6ccc(Oc7ccc([*])cc7)cc6)c6ccccc46)C(=O)N(c4ccc(F)cc4)C5=O)cc3)cc2)c1,516.15
[*]C=Cc1ccc(/C=C/C(=O)Oc2ccc(-c3ccc(OC([*])=O)cc3)cc2)cc1,516.15
[*]Cc1cc(C)c(Oc2cccc3c2C(=O)N(c2c(C)cc(Cc4cc(C)c(N5C(=O)c6cccc(Oc7c(C)cc([*])cc7C)c6C5=O)c(C)c4)cc2C)C3=O)c(C)c1,516.15
[*]Nc1ccc(C(c2ccc(NC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)(P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,516.15
[*]Nc1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5cccc(C([*])=O)c5)cc4C3=O)cc2)cc1,516.15
[*]Nc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N(c2ccc(-c4cc(-c5ccc(-c6ccccc6)cc5)cc(-c5ccc(N6C(=O)c7ccc(NC([*])=O)cc7C6=O)cc5)n4)cc2)C3=O)cc1,516.15
[*]Nc1ccc(NC(=O)c2ccc(P(=O)(c3ccccc3)c3ccc(C(=O)Nc4ccc(C([*])=O)cc4)cc3)cc2)cc1,516.15
[*]Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5ccc(C([*])=O)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,516.15
[*]Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(S(=O)(=O)c6ccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cc6)cc4)C5=O)cc3)cc2)cc1,516.15
[*]Oc1ccc2nc(-c3ccc(Oc4ccc(-c5nc6cc([*])ccc6nc5-c5ccccc5)cc4)cc3)c(-c3ccccc3)nc2c1,516.15
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(N([*])c9ccc(C#N)cc9)cc7)C8=O)cc6)CCCCC5)cc4)cc3C2=O)cc1,516.15
[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(CC)c4ccccc4)cc3)cc2)cc1,516.15
[*]c1ccc(Oc2ccc(-n3nccc3-c3ccc(-c4ccnn4[*])cc3)cc2)cc1,516.15
[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(C%11([*])CCC(C(C)(C)C)CC%11)cc%10)cc8)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,516.15
[*]c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5cccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,516.15
[*]Oc1ccc(-c2ccc(Oc3ccc(S(=O)(=O)c4ccc([*])cc4N)c(N)c3)cc2)cc1,515.35
[*]C(=O)c1ccc(Oc2ccc(-c3nc4ccccc4n3-c3ccc(-n4c(-c5ccc(Oc6ccc([*])cc6)cc5)nc5ccccc54)cc3)cc2)cc1,515.15
[*]C(=O)c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(C([*])=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,515.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)cc3)c(C(F)(F)F)c1)C2=O,515.15
[*]C(=O)c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4cccc([*])c4)C5=O)cc3C2=O)c1,515.15
[*]C(=O)c1cccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc([*])cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,515.15
[*]CN1C(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(Oc5ccc(NC([*])=O)cc5)cc4)cc3)cc2C1=O,515.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(Oc6ccc(NC([*])=O)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,515.15
[*]Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C([*])=O)cc6)cc5C4=O)cc3)cc2)cc1,515.15
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6cc(C(C)(C)C)c([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,515.15
[*]Sc1ccc(Sc2ccc(Sc3cccc4c3C(=O)N(N3C(=O)c5ccc([*])cc5C3=O)C4=O)cc2)cc1,515.15
[*]c1ccc(Oc2ccc(C34CC5CC(C3)CC(c3ccc(Oc6ccc(S([*])(=O)=O)cc6)cc3)(C5)C4)cc2)cc1,515.15
[*]c1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc([*])cc5C4=O)CC3)CC1)C2=O,515.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Oc4ccc(Sc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,515.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)c3)cc1)C2=O,514.65
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)c6ccc(Oc7ccc(-c8ccc(Oc9ccc([*])cc9)cc8)cc7)cc6)cc5C4=O)cc3)cc1)C2=O,514.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc([*])cc9)cc8)cc7)cc6)cc5C4=O)cc3)cc1)C2=O,514.15
[*]CC1CCC(N2C(=O)C3C4C=CC(C5C(=O)N(C6CCC([*])CC6C)C(=O)C45)C3C2=O)C(C)C1,514.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(NC([*])=O)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,514.15
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)ccc2ccccc12,514.15
[*]Nc1ccc(C(c2ccc(NC(=O)c3ccc4cc(C([*])=O)ccc4c3)cc2)(P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,514.15
[*]Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc(C(c7ccc(C([*])=O)cc7)(C(F)(F)F)C(F)(F)F)cc6)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,514.15
[*]Nc1ccc(Oc2ccc(NC(=O)Nc3ccc4c(c3)C(=O)N(c3ccc(-c5cc(-c6ccc(-c7ccccc7)cc6)cc(-c6ccc(N7C(=O)c8ccc(NC([*])=O)cc8C7=O)cc6)n5)cc3)C4=O)cc2)cc1,514.15
[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)c5)c3)C4=O)cc2)cc1,514.15
[*]Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(NC(=O)c5ccc(N6C(=O)c7cccc(-c8ccc9c(c8)C(=O)N(c8ccc(C([*])=O)cc8)C9=O)c7C6=O)cc5)c4)cc3)cc2)c1,514.15
[*]Oc1ccc(C=Cc2ccc(Oc3ccc(-c4nnc(-c5ccc([*])c6ccccc56)o4)c4ccccc34)c3ccccc23)cc1,514.15
[*]Oc1cccc(Oc2cccc3c2C(=O)N(c2cccc(N4C(=O)c5cccc([*])c5C4=O)c2)C3=O)c1,514.15
[*]Oc1cccc2c1C(=O)N(c1cccc(S(=O)(=O)c3cccc(N4C(=O)c5cccc([*])c5C4=O)c3)c1)C2=O,514.15
[*]Oc1ccccc1Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C4(c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c1)C2=O,514.15
[*]c1ccc(Oc2ccc(-c3ccc(N4C(=O)c5ccc(Oc6ccc(C(C)(C)c7ccc(Oc8ccc9c(c8)C(=O)N(c8ccc(-c%10ccc(Oc%11ccc%12c(c%11)C([*])(C)CC%12(C)C)c(C(F)(F)F)c%10)cc8)C9=O)cc7)cc6)cc5C4=O)cc3)cc2C(F)(F)F)cc1,514.15
[*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc([*])nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,514.15
[*]c1ccc(Oc2ccc(-c3nc(-c4ccccc4)nc(-c4ccc(Oc5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5)cc4)n3)cc2)cc1,514.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5cccc(N6C(=O)c7ccc([*])cc7C6=O)c5)cc4)cc3)cc1)C2=O,514.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,514.15
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,514.15
[*]Nc1ccc(Oc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,513.65
[*]=Cc1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(/C=C(\C#N)C(=O)NC6CCCCC6NC(=O)C(=[*])C#N)s5)cc4)cc3)cc2)s1,513.15
[*]=Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(/C=C%10\CCC(=[*])C%10=O)cc9)cc8)cc7)cc6)CCCC5)cc4)cc3)cc2)cc1,513.15
[*]C(=O)NNC(=O)c1ccc([*])cc1OCC,513.15
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,513.15
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,513.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3nc4cc(S(=O)(=O)c5ccc6nc(-c7ccccc7)c(-c7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7)nc6c5)ccc4nc3-c3ccccc3)cc1)C2=O,513.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3ccc(Cc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)cc3)c1)C2=O,513.15
[*]C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-n4c(=O)c5cc6c(=O)n(-c7ccc(-c8nc9cc([*])ccc9nc8-c8ccccc8)cc7)c(=O)c6cc5c4=O)cc3)nc2c1,513.15
[*]C(=O)c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4cccc(C(=O)c6ccc([*])cc6)c4)C5=O)cc3C2=O)c1,513.15
[*]C1C2CCC(C2)C1[*],513.15
[*]C=CC(=O)Nc1ccc(OC(=O)c2ccccc2C(=O)NNC(=O)c2ccccc2C(=O)Oc2ccc(NC(=O)/C=C/C(=O)NNC([*])=O)cc2)cc1,513.15
[*]CC([*])c1ccc(B(Oc2cccc3cccnc23)c2ccc(C(C)(C)C)cc2)cc1,513.15
[*]CC1CCC(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(C4CCC([*])CC4C)C5=O)cc3C2=O)C(C)C1,513.15
[*]Cc1cc2cc(C(=O)Nc3cccc(NC(=O)c4cc5cc([*])c(OC(=O)COc6ccc7ccc(=O)oc7c6)cc5oc4=O)c3)c(=O)oc2cc1OC(=O)COc1ccc2ccc(=O)oc2c1,513.15
[*]NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C([*])=O)cc3)cc2)nc1,513.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(Oc4ccc(C(c5ccc(Oc6ccc(C([*])=O)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2C(F)(F)F)c(C(F)(F)F)c1,513.15
