source,n_candidates,k,columns,successful_candidate_definition,success_threshold_md_relative_deviation_percent,n_successful_candidates_overall,overall_success_rate,n_random_combinations,delta_ranking_mean_md_relative_deviation_percent,random_expected_mean_md_relative_deviation_percent,delta_minus_random_expected_percent_point,random_mean_distribution_std_percent_point,random_mean_distribution_p05,random_mean_distribution_p50,random_mean_distribution_p95,delta_rank_percentile_among_random_means_lower_is_better,prob_random_mean_lower_or_equal_delta_rank,prob_random_mean_higher_or_equal_delta_rank,delta_ranking_success_count,delta_ranking_success_rate,random_expected_success_count,random_expected_success_rate,enrichment_factor,random_success_count_distribution_std,random_success_count_distribution_p05,random_success_count_distribution_p50,random_success_count_distribution_p95,prob_random_success_count_greater_or_equal_delta_rank
demo/paper_candidate_new.csv,21,7,"{'delta': 'Δ /K', 'md_relative_deviation': 'relative deviation %'}",relative deviation % <= 10%,10.0,15,0.7142857142857143,116280,6.729248641571429,8.758362898619048,-2.0291142570476186,1.9101486032809747,5.731511781114286,8.682198633928571,12.0193370011,15.043859649122806,0.15043859649122807,0.849561403508772,6,0.8571428571428571,5.0,0.7142857142857143,1.2,1.000004299993335,3.0,5.0,7.0,0.31359649122807015
