Test id,Δ /K,relative deviation %,delta_group,MD Tg /K,Multimodal Prediction  Tg /K,Unimodal Prediction Tg /K,graph_mean,graph_model_uncertainty_k,multi_mean,multi_model_uncertainty_k,md_tg_from_curve_k,md_window_uncertainty_k,graph_abs_error_k,multi_abs_error_k,branch_delta_k,abs_graph_multi_ensemble_delta_k,successful_candidate
8,0.101,5.760672099,low_delta,411.1,387.417877,387.3169556,378.78419494628906,7.254949908839088,381.9057678222656,4.362368731107712,411.116368,8.93146,32.31580505371096,29.19423217773442,0.101,3.12157287597654,False
11,10.937,15.66226187,high_delta,360.1,303.700195,314.6375122,303.3289489746094,8.35010172472406,287.6554473876953,13.517820424244452,360.10384,5.683808,56.77105102539065,72.44455261230473,10.937,15.673501586914083,False
10,3.15,17.5830998,mid_delta,408.8,336.920288,333.7706299,347.64475402832034,10.582186468891493,324.2220886230469,6.394563140208988,408.797102,7.690396,61.15524597167968,84.57791137695312,3.15,23.42266540527345,False
15,0.002,9.527577499,low_delta,407.1,368.313232,368.3110046,390.8295166015625,10.755522696587972,362.0460540771484,15.087675868213047,407.073061,1.878444,16.270483398437534,45.0539459228516,0.002,28.783462524414062,False
20,10.356,8.057539242,high_delta,482.9,443.990143,433.633667,411.9221588134766,14.204346987214173,421.2918609619141,21.084168601854778,482.871291,6.093527,70.97784118652339,61.60813903808588,10.356,9.369702148437511,False
16,5.483,14.5462691,mid_delta,466.0,398.214386,403.6970825,405.74638671875,14.329182712844784,434.0696746826172,16.66464068362894,466.004513,9.199451,60.25361328125001,31.930325317382824,5.483,28.323287963867188,False
4,1.736,1.586048081,low_delta,463.8,456.443909,454.7076416,440.2800689697266,14.864352695179395,457.0087158203125,17.536656620243917,463.78353,7.990788,23.519931030273423,6.791284179687523,1.736,16.728646850585903,True
