T(K),density(g/cm^3)
6.600000000000000000e+02,1.131718610000000069e+00
6.400000000000000000e+02,1.152267332000000088e+00
6.200000000000000000e+02,1.166248672000000042e+00
6.000000000000000000e+02,1.165457081000000006e+00
5.800000000000000000e+02,1.183503304000000034e+00
5.600000000000000000e+02,1.196052055000000003e+00
5.400000000000000000e+02,1.212288864000000022e+00
5.200000000000000000e+02,1.216890157000000139e+00
5.000000000000000000e+02,1.226861435999999861e+00
4.800000000000000000e+02,1.231549553000000019e+00
4.600000000000000000e+02,1.241841235999999959e+00
4.400000000000000000e+02,1.247577501999999949e+00
4.200000000000000000e+02,1.250372516999999961e+00
4.000000000000000000e+02,1.259649956000000071e+00
3.800000000000000000e+02,1.267173251000000000e+00
3.600000000000000000e+02,1.271033901000000021e+00
3.400000000000000000e+02,1.277908381000000038e+00
3.200000000000000000e+02,1.283772020000000014e+00
3.000000000000000000e+02,1.287729458000000049e+00
2.800000000000000000e+02,1.291573469000000030e+00
2.600000000000000000e+02,1.296112912999999978e+00
2.400000000000000000e+02,1.298952168000000240e+00
